Niche,App Name,Logo URL,Install Count,Release Date,Rating,Review Count,App Link,Developer
Kids,Junior Logician,https://play-lh.googleusercontent.com/wjLdmE3LfEWSzZfchn4aa4QQR1Z1WQ4Ljq59YZUOQhhlCCV3o0bOBj_xJim47WrvPls9fmSg2caV9EH1SR7OvQ0=w240-h480-rw,10+,"Jan 20, 2026",N/A,N/A,https://play.google.com/store/apps/details?id=com.toye.juniorlogician2,Toye
Kids,Flying Birds 2,https://play-lh.googleusercontent.com/6cqZApgBVl1ZOL6iE1hXZRHjEDPOZvn95uSGEDqoEiGhqfqLug4Op4tNU5ZsytHXMSPYyg4nnZiEf8tgLuV3=w240-h480-rw,1K+,"Dec 30, 2025",N/A,N/A,https://play.google.com/store/apps/details?id=com.SaratiGames.FlyingBirds2,SaratiGames Studios
Kids,Jewellery Identifier Gem ID,https://play-lh.googleusercontent.com/od7Li3NzQMTGWUCU8TZVOGvwAUXbBRG3EuTbcZaUGYCvno-GjvTpbdJRJ-OIxPYiH9HeHY5CEnRZeCUkTrb7rA=w240-h480-rw,50+,"Jan 14, 2026",N/A,N/A,https://play.google.com/store/apps/details?id=com.enlivion.jewelryidentifier,Enlivion
Kids,Dinosaur Games for Kids,https://play-lh.googleusercontent.com/n1-8XBL1ePfKgdi_dhCyeGfHFI4F0_SsXhohZDihoRYhE-5gGolUxJSpbeY7GgLas6Rc8zRcHduoOHpDjrKI=w240-h480-rw,5K+,"Jan 21, 2026",N/A,N/A,https://play.google.com/store/apps/details?id=com.gameifun.dinosaurgamesforkids,Technorex Softwares
Kids,Ai Wallpaper Generator,https://play-lh.googleusercontent.com/D9NGcf2DHI0yo-2MeVRRjcYFiUpPv6NWRHKdBhq02Lvkime2M2gxke3REIpBtXvA-1MWlrIjyJzGhYyJhtiu=w240-h480-rw,50+,"Jan 5, 2026",N/A,N/A,https://play.google.com/store/apps/details?id=com.juggo.bestwallpaper,Juggo
Kids,MorphCasa - Ai Home Makeover,https://play-lh.googleusercontent.com/6iMu5KYR7WBrXjmzI5toZ4EaFqkvNu5PBrjX29EA16bft54xOy59IYsQvyn7t_OJK2hk7SQyaUBoMa0aPDXp=w240-h480-rw,1K+,"Dec 2, 2025",N/A,N/A,https://play.google.com/store/apps/details?id=com.asanarebel.MorphCasa,Asana Rebel
Kids,RaBay: Учет финансов и бюджета,https://play-lh.googleusercontent.com/6EkgYJ0-6n6m0clvZCrjc4R8WDmP6MZ5j-mR3XUMRef1xb__E3Mp-26ijKPbC14_XJOWpwnV6SXHNqq_CL0fvxg=w240-h480-rw,10+,"Jan 27, 2026",N/A,N/A,https://play.google.com/store/apps/details?id=com.rabay.ruslan,Dossanov Ruslan
Kids,All Languages Translator App,https://play-lh.googleusercontent.com/usLzW74LhKvfTAfx_ZD7I6hxuy_QXdrrXYY-TSgoOKAP6YtFja5w_MihjLfylxFfH6oEuTly9_jHo8PlZaI3HA=w240-h480-rw,1K+,"Jan 20, 2026",N/A,N/A,https://play.google.com/store/apps/details?id=com.htech.language.translator,H-Tech Labs
Kids,CAI Chat: AI Companion & Coach,https://play-lh.googleusercontent.com/0rxGP5WHMO3V3c1JYUr0wzb6r2yqJXjjaOMezDOdMBsGtusL6NZ2Bc5MP4e9hqpHggo-w6eV5SDJgAKRZKwo=w240-h480-rw,1K+,"Dec 23, 2025",4.3,171 reviews,https://play.google.com/store/apps/details?id=com.gpt.pulse.app,Flame Teknoloji Yatırımları Limited Şirketi
Kids,Exporttag EventApp,https://play-lh.googleusercontent.com/FuLqazHraaBUPny-qwimVDssYMAI0vb_OobNScDG61Tp7VAn9zlcABHmNkp8qJn1nwvEO8gciYRF_xnauHpjXIY=w240-h480-rw,0+,"Feb 12, 2026",N/A,N/A,https://play.google.com/store/apps/details?id=com.b2match.exporttag,B2Match
Kids,مؤسسة بستاني لخدمة المجتمع,https://play-lh.googleusercontent.com/_PYPy8rU4-D0LmM-0Of6ntJglRGcHT_T56C9BXV2UYi90Y7HokdnS4-S4BcAJJnV6wediAVfrqdEzuroAwVQ=w240-h480-rw,10+,"Dec 30, 2025",N/A,N/A,https://play.google.com/store/apps/details?id=com.bostani.charity,Daira Technology
Kids,Royal Jewel - Match 3 Decor,https://play-lh.googleusercontent.com/4BDLsBJmPhQ6XHTtrowVjrv601SEPZIjfkNmIS37YeAsuiVW_bSIimUrKbPIutOiRbDk4OBMmfX3jbZNmd6agQ=w240-h480-rw,500+,"Feb 17, 2026",N/A,N/A,https://play.google.com/store/apps/details?id=com.gameannie.royaljewel.crush.match3decorgames,GameAnnie
Kids,Delicious: Recipe for Renewal,https://play-lh.googleusercontent.com/kiD8wzH1V-UY0us4zU9bf23HYR62E6PAEa9xLSs9YIjU7dYsYOcuGyn8T2PrlUZg7zsgSUFxDm4X620c3X2-U48=w240-h480-rw,50K+,"Feb 5, 2026",4.6,1.27K reviews,https://play.google.com/store/apps/details?id=com.gamehouse.delicious21.restaurant.renovation.story.cooking.simulation,GameHouse LLC
Kids,GridAnt,https://play-lh.googleusercontent.com/e_BcnFXxQZBwXm9XIcCUxi8XYU9cLZz6k6LUsl3-Rm-VRc4ToMzKZsQoz-bveGEfUFDSMOPrkCKDVzFog0KF=w240-h480-rw,10+,"Jan 28, 2026",N/A,N/A,https://play.google.com/store/apps/details?id=com.gridant,CosmicBrainTech
Kids,Piano Rush: Magic Rhythm,https://play-lh.googleusercontent.com/oNM9ABuKOqcGc-o07mOah_YTfBlXJZA6yLMLqRawq96TSaLfxZhFLPnF_dYwsEVlIA=w240-h480-rw,5M+,"Dec 21, 2025",3.5,833 reviews,https://play.google.com/store/apps/details?id=piano.game.music.rush.tiles,Dream Tiles Piano Game Studio
Kids,Atlassian Rovo,https://play-lh.googleusercontent.com/pfTzqa18lO9m0eyP4bFkIZmZyRwI7sURVtt7AmJrGqfePgxeFiklTnXn2fx1kVA87OIEkr63aRKY1rCQBR_Y=w240-h480-rw,100+,"Jan 26, 2026",N/A,N/A,https://play.google.com/store/apps/details?id=com.atlassian.android.rovo.core,Atlassian
Kids,Talisman: Classic Complete,https://play-lh.googleusercontent.com/t77Vx3tTXORivtV1bV6rtPq4HjpvIA-eGlC-mnR8cjom7yhS0dwgQWdUGrOyPtZTeFcr1yLFaeBKOyQWKSVU=w240-h480-rw,10+,"Jan 13, 2026",N/A,N/A,https://play.google.com/store/apps/details?id=com.nomadgames.talismandeluxe,Nomad Games
Kids,PDF Reader and PDF Editor App,https://play-lh.googleusercontent.com/5Zd3BtjVwQQUeYOikcBF9tHhY7TAL9q8uJ8SS_YD3yAwK7GpTUcThg4aCBJXMq0lvwE=w240-h480-rw,100K+,"Feb 16, 2026",N/A,N/A,https://play.google.com/store/apps/details?id=pdf.reader.editor.pdfviewer.pdfreader,Trusted PDF Tools
Kids,Matrix Chess,https://play-lh.googleusercontent.com/TazE4PfF0-cp2hhV7HAwGVR16nh84GF1mq9QA3VKoKcc7aACM0UFYd0YGUjlOTRNb_8nQEYdQ2pr_uYllqPz=w240-h480-rw,5+,"Jan 17, 2026",N/A,N/A,https://play.google.com/store/apps/details?id=com.MichelApps.com.unity.MatrixChess,Michel Apps
Kids,Fun&Learn – Kids Education,https://play-lh.googleusercontent.com/GjP7V8Q1nTaxFy482Gs-Yapk2CWqYDtgQ5iRVg9K-BJhZt4I8Eyu3lk9wWZZVNEd98aCH8rmuC7Lle7wRTlY4A=w240-h480-rw,10+,"Jan 17, 2026",N/A,N/A,https://play.google.com/store/apps/details?id=com.game.funlearn,A&F Yazılım
Kids,[365fun] MergeDown3,https://play-lh.googleusercontent.com/SJwCCc2_GyG1dO6aAlTxX-VtKbCPSx78SBXCbUCfRFqMyhGbofssVUGCgdloCqEGyLO__y0oTSVjqsLGjlwwNw=w240-h480-rw,50+,"Jan 21, 2026",N/A,N/A,https://play.google.com/store/apps/details?id=com.whitewind.mergedown3,wind
Kids,Balance - Number Harmony Game,https://play-lh.googleusercontent.com/C1XoPDwSKN68ol41YtzL3j7DAlHCJ98WLrZ9NG8L3zvnpa0dyVHJu6QjRZh-6T52lTKUWu5OMqqLxmDsIaNoVw=w240-h480-rw,1+,"Jan 13, 2026",N/A,N/A,https://play.google.com/store/apps/details?id=com.eitanmeir.balance,Eitan & Meir GmbH
Kids,AI Home Design - InterioAI,https://play-lh.googleusercontent.com/lKstOjlerZAA5HDyloIqVqDKBoestHwGNGi-R78pxhcBhvWjNrMWImJyFv_4Lzw4NAUP2afz-mJnJ8-cYn9TPXQ=w240-h480-rw,100+,"Dec 4, 2025",N/A,N/A,https://play.google.com/store/apps/details?id=com.monotikdigital.home.design.ai.interior.renovation.app.room.planner.decorate.designer,Monotik Digital‏‏‎
Kids,Risky Tap,https://play-lh.googleusercontent.com/776S3xukwClZv90vYRCM_kipwHdn6M-0QCUeRMJaC1F6Ib8tGE5Kch8Itfh_3BQo0Pf9QSLJ3oylJngxaSeehA=w240-h480-rw,10+,"Jan 7, 2026",N/A,N/A,https://play.google.com/store/apps/details?id=com.deneth.riskytap,dev.com
Kids,Number Puzzle - Sudoku Style,https://play-lh.googleusercontent.com/k9luU2AUmLlfSXd2HiYJKZyCjXKXb_Y0A4UPcX4KGVLqvjz89ewdElRWRvCwzxo41bfuPZDswdFES6wspS_aaQ=w240-h480-rw,100+,"Jan 14, 2026",N/A,N/A,https://play.google.com/store/apps/details?id=com.unknownprojectx.number.puzzle,UnknownProjectX
Kids,Millionaire Trivia Pro Offline,https://play-lh.googleusercontent.com/_QWU-xSQjJWT10nncq7JvdYZ5kQCO4hsFLf8UmtyBE7zg907GhWMQHfoWOIwdK_op3NqbZzUr59sH8BC3NABhQ=w240-h480-rw,1+,"Jan 28, 2026",N/A,N/A,https://play.google.com/store/apps/details?id=app.mdbtdj.millionairetriviaelite,MDBTDJ
Kids,TabuPro: Mobile Party Game,https://play-lh.googleusercontent.com/BeU3_Is0kekgn7PkIdQli_RZdJBS33FsTxTacY537XKguUiT081RPbmRsjXDjey6-5chj4oxlwg0IVslWyl0cPQ=w240-h480-rw,1+,"Jan 22, 2026",N/A,N/A,https://play.google.com/store/apps/details?id=com.bonyon.tabupro_mobile_party_game,Bonyon.dev
Kids,Color Flow Shooter,https://play-lh.googleusercontent.com/ARcK8wyOs44z9wpL2ty8ryObJDg-lYzIVdJcaBhwqdXnSGOQ70zkBEhFz-dK87sxLSOh5aF7X9Y6EtMzW7vGbeI=w240-h480-rw,100K+,"Dec 12, 2025",4.8,4.18K reviews,https://play.google.com/store/apps/details?id=com.ig.water.flow,iKame Games - Zego Studio
Kids,Halloween Candy Reclaim,https://play-lh.googleusercontent.com/VGf5jJc1OfNNczJaaxouLABLi4OOFhaV16x8EPmbw31YJ7hi9e44kfbbqje1ql8aia7F0l_WNBe2GvMzDqnf=w240-h480-rw,1+,"Dec 19, 2025",N/A,N/A,https://play.google.com/store/apps/details?id=com.Sourcenity.HalloweenTreatRescue,Sourcenity
Kids,Cooking Go® Airplane Game,https://play-lh.googleusercontent.com/pU9pbwWgBHX3xUoukP_raYpJLVhuEffg4xmgyvEuUYRDzP-bDlcM5cDySDMHB7aMKg=w240-h480-rw,500K+,"Jan 4, 2026",4.4,293 reviews,https://play.google.com/store/apps/details?id=com.airplanecooking.chef.kitchen.restaurant.diner,RedFish Games
Kids,Calorie Tracker,https://play-lh.googleusercontent.com/T8F9D1KMpLn4MjKuaph1vPVypfD9xWbjELCkqOVQm8W1Uyilj5Ysp4hS7SQz24u6fVoeBStudKqB2LU5N5F5ltY=w240-h480-rw,500+,"Jan 28, 2026",N/A,N/A,https://play.google.com/store/apps/details?id=com.workout.calorietracker.dietplan,Moblix Apps
Kids,Neko Maze Kawaii Adventure,https://play-lh.googleusercontent.com/6POfvbLQjmv6YrM9JkpTK671Ri12u7c_mUiJyVjnDjR8Mppu5gQr29DuCzABoAnIPKw8Vg1rupFJSCkRhQ1JXg=w240-h480-rw,10+,"Jan 24, 2026",N/A,N/A,https://play.google.com/store/apps/details?id=com.icm.nekomazeadventure,ICM Software Studio
Kids,Api monk - AI Tools App,https://play-lh.googleusercontent.com/deSNRquJ9iRW_ryoWizdDOknwRXUHYhErD5lYzvDEo1CN68PErzgvSTJZYf7s0VPlz6rdTy_gLDYY9XLqVCd6aU=w240-h480-rw,500+,"Jan 19, 2026",N/A,N/A,https://play.google.com/store/apps/details?id=com.juggo.apimonk,Juggo
Kids,Wall Street Blues,https://play-lh.googleusercontent.com/RHkCYEHYB7Qmb9E6yXqAu0nyro1UZZSGRP5xdQKmaux5mYn0wemIN5nh0PL9QYIo7iTAahZAXaWp0Q_sioMc=w240-h480-rw,5+,"Jan 5, 2026",N/A,N/A,https://play.google.com/store/apps/details?id=com.poetamaldito.wallstreetblues,Chupacabra Software
Kids,Cooking Delight: Food Game,https://play-lh.googleusercontent.com/QEKQQaGdocSkfeOosop4Av5z4LNKGsTQXdg_-ZcDd9O9toVd7qfBqZQAQp0lRgCURj0n7sxJ49v1juMNfb8B=w240-h480-rw,10K+,"Jan 12, 2026",N/A,N/A,https://play.google.com/store/apps/details?id=com.sweetgames.cooking.delight.food.game,Sweet Games LLC
Kids,Body Booster: Fitness at Home,https://play-lh.googleusercontent.com/UkcU05gCCxcAMuxvgt8zaUVzL1fm2VyI7J52VbGPrpSbDhmitDTp8YFiFycBi-4jdpxesY1PBrZBDI9b7Ubv=w240-h480-rw,5+,"Feb 11, 2026",N/A,N/A,https://play.google.com/store/apps/details?id=com.bodybooster.bodybooster,Keto Diets
Kids,Pregnancy Test Checker App,https://play-lh.googleusercontent.com/OzPq41b9g2kMOPsgmZKqhlKgub89DQGrgEmoYmsbI1SXd7b_iAugo9-N53ns2AU1oPbrP5jUqqXc4bB7h3m5OrI=w240-h480-rw,1K+,"Jan 17, 2026",N/A,N/A,https://play.google.com/store/apps/details?id=com.enlivion.pregnancychecker,Enlivion
Kids,Water Sort! 3D Color Match Puz,https://play-lh.googleusercontent.com/yTAoe6WcTVtS6gnsoui6GRQZKNNdyQdDaGTLlI0FT1fuNuBLAwv5J_fkCciziNOl7WtHI5awvTh9TZ-zhj9_o9M=w240-h480-rw,100K+,"Jan 27, 2026",4.9,8.05K reviews,https://play.google.com/store/apps/details?id=water.sort.master.color.match.offline.puzzle,Flyfox Games
Kids,[365fun] Fire Truck,https://play-lh.googleusercontent.com/VY6hzVa4ZGbU_BNjvreoO-zXt6gVvin5O_9_G-1S3jrKogeP_0gVHU1sAJ0RTZO2PKjldn_djewDEjDMc8H-ZA=w240-h480-rw,100+,"Dec 13, 2025",N/A,N/A,https://play.google.com/store/apps/details?id=com.whitewind.firetruck,wind
Kids,Piano Ballz Beat: Music Games,https://play-lh.googleusercontent.com/KxjaZ3kYtcfz-kwZ0YctjNqih5qlBrOrgcHoww3R_dRTPpENm4L94BUaT_PQwyUScdcXSoK9HYhBPCJ27UOF=w240-h480-rw,100K+,"Jan 12, 2026",4.3,280 reviews,https://play.google.com/store/apps/details?id=com.magic.piano.ballz.beat.kpop.musicgames,Cobby Labs
Kids,Masjid Al Haram,https://play-lh.googleusercontent.com/d-k_XzRFKRDvD_keOvb35wCDA0wNoVwykgTbUOwAJXNkB0aHqmb6xTt0W7mVq_lZ1V4kBUauadbwys_Sq3GJEQ=w240-h480-rw,10+,"Feb 6, 2026",N/A,N/A,https://play.google.com/store/apps/details?id=com.daira.masjidalharaam,Daira Technology
Kids,Thumbnailgen AI - YT Thumbnail,https://play-lh.googleusercontent.com/wPIZgJkKSKp8gFMEiwmigJ251qbhOxs-SOJ5i2oe_8GSFSXabu4Nc__hy1yXx5BYEuVY0EVzZeQ2wHpcb9iJ8-Y=w240-h480-rw,10+,"Feb 19, 2026",N/A,N/A,https://play.google.com/store/apps/details?id=com.juggoailabs.thumbnailgenai,Juggo
Kids,My Pet Dog Color,https://play-lh.googleusercontent.com/6_jNFwKhyiNRA9L_DNkY2EwZpKYPk5nHTPkfor_TOM7OwCOMPl_tArJburnJAlYLRSQVQqOLGj1AxeCT739y=w240-h480-rw,5+,"Dec 30, 2025",N/A,N/A,https://play.google.com/store/apps/details?id=ng.com.omarkaj.mypetdogcolor,Omar Kaj Software
Kids,Infinite Block Puzzle,https://play-lh.googleusercontent.com/TUw5grmgXaKRcjnxw7Hth2bRUCGbIvgYzFmTevg66jk5tkVhVqyJ9RYWO3khjIcqoURJb7J9tbvg1dFjq7rn=w240-h480-rw,1+,"Jan 27, 2026",N/A,N/A,https://play.google.com/store/apps/details?id=com.infiniteblockpuzzle,BZPHost
Kids,AI Study buddy,https://play-lh.googleusercontent.com/DMggmisRuHffpIyA7Ez9Ag0IaqT2-TKSw0YrgPABjDZSq3lx9WlXR3aODkntCnsyfnd2A6A59V7inMEo3kBwVg=w240-h480-rw,100+,"Jan 12, 2026",N/A,N/A,https://play.google.com/store/apps/details?id=com.juggo.studentnote,Juggo
Kids,Nail Salon Girls Manicure Game,https://play-lh.googleusercontent.com/VJR4laOqyv268T7Oz8654TBpIA9Av4edDZ2Q6xT5lDd7gciuLKR3Fs6iiZf3wnogzYu-ykjOC1u8hFAgVsBrvrw=w240-h480-rw,10+,"Jan 15, 2026",N/A,N/A,https://play.google.com/store/apps/details?id=com.ho.nail.art.manicure.makeover.games,HEAR-e Studios
Kids,L02: Test G1,https://play-lh.googleusercontent.com/Sa2UFnGpzMM3c5dq3gtYCK0v8dazytdS6MlHIQ509GS0OXkSiTa9AhE8dNjOmO39z5sxu5EBDQ6JRWPvBpvI=w240-h480-rw,1+,"Jan 9, 2026",N/A,N/A,https://play.google.com/store/apps/details?id=com.test.l2paidapp01,GPDCU Tester D17m edits
Kids,Cake Maker: Bake Cooking Games,https://play-lh.googleusercontent.com/bAhHPT0BerZVL8jTtd78T2lzAbv1lBh9WeW5oE0UWT2aqh2RSTd1vtPkavfDanWHZG0LkxX38WMPvR3bqQIrUFU=w240-h480-rw,10+,"Jan 21, 2026",N/A,N/A,https://play.google.com/store/apps/details?id=com.hes.cakemaker.baking.cooking.games.offline,HEAR-e Studios
